index,cluster
532,2
533,2
534,2
535,2
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,2
544,2
545,2
546,2
547,2
548,2
549,2
550,2
551,2
552,2
553,2
554,2
555,2
556,2
557,2
558,2
559,2
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,2
679,2
680,2
681,2
682,2
683,2
684,2
685,2
686,2
687,2
688,2
689,2
690,2
691,2
692,2
693,2
694,2
695,2
696,2
697,2
698,2
699,2
700,2
701,2
702,2
703,2
704,2
705,2
706,2
707,2
708,2
709,2
710,2
711,2
712,2
713,2
714,2
715,2
716,2
717,2
718,2
719,2
720,2
721,2
722,2
723,2
724,2
725,2
726,2
727,2
728,2
729,2
730,2
731,2
732,2
733,2
734,2
735,2
736,2
737,2
738,2
739,2
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,2
760,2
761,2
762,2
763,3
764,3
765,3
766,3
767,3
768,3
769,3
770,3
771,3
772,3
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,3
781,3
782,3
783,3
784,3
785,3
786,3
787,3
788,3
789,3
790,3
791,3
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,3
815,3
816,3
817,3
818,3
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,3
841,3
842,3
843,3
844,3
845,3
846,3
847,3
848,3
849,3
850,3
851,3
852,3
853,3
854,3
855,3
856,3
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,3
865,3
866,3
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,3
881,3
882,3
883,3
884,3
885,3
886,3
887,3
888,3
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,3
897,3
898,3
899,3
900,3
901,3
902,3
903,3
904,3
905,3
906,3
907,3
908,3
909,3
910,3
911,3
912,3
913,3
914,3
915,3
916,3
917,3
918,3
919,3
920,3
921,3
922,3
923,3
924,3
925,3
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,3
935,3
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,3
951,3
952,3
953,3
954,3
955,3
956,3
957,3
958,3
959,3
960,3
961,3
962,3
963,3
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,4
976,4
977,4
978,4
979,4
980,4
981,4
982,4
983,4
984,4
985,4
986,4
987,4
988,4
989,4
990,4
991,4
992,4
993,4
994,4
995,4
996,4
997,4
998,4
999,4
1000,4
1001,4
1002,4
1003,4
1004,4
1005,4
1006,4
1007,4
1008,4
1009,4
1010,4
1011,4
1012,4
1013,4
1014,4
1015,4
1016,4
1017,4
1018,4
1019,4
1020,4
1021,4
1022,4
1023,4
1024,4
1025,4
1026,4
1027,4
1028,4
1029,4
1030,4
1031,4
1032,4
1033,4
1034,5
1035,5
1036,5
1037,5
1038,5
1039,5
1040,5
1041,5
1042,5
1043,5
1044,5
1045,5
1046,5
1047,5
1048,5
1049,5
1050,5
1051,5
1052,5
1053,5
1054,5
1055,5
1056,5
1057,5
1058,5
1059,5
1060,5
1061,5
1062,5
1063,5
1064,5
1065,5
1066,5
1067,5
1068,5
1069,5
1070,5
1071,5
1072,5
1073,5
1074,5
1075,5
1076,5
1077,5
1078,5
1079,5
1080,5
1081,5
1082,5
1083,5
1084,5
1085,5
1086,5
1087,5
1088,5
1089,5
1090,5
1091,5
1092,5
1093,5
1094,5
1095,5
1096,5
1097,5
1098,5
1099,5
1100,5
1101,5
1102,5
1103,5
1104,5
1105,5
1106,5
1107,5
1108,5
1109,5
1110,5
1111,5
1112,5
1113,5
1114,5
1115,5
1116,5
1117,5
1118,5
1119,5
1120,5
1121,5
1122,5
1123,5
1124,5
1125,5
1126,5
1127,5
1128,5
1129,5
1130,5
1131,5
1132,5
1133,5
1134,5
1135,5
1136,5
1137,5
1138,5
1139,5
1140,5
1141,5
1142,5
1143,5
1144,5
1145,5
1146,5
1147,5
1148,5
1149,5
1150,5
1151,5
1152,5
1153,5
1154,5
1155,5
1156,5
1157,5
1158,5
1159,5
1160,5
1161,5
1162,5
1163,5
1164,5
1165,5
1166,5
1167,5
1168,5
1169,5
1170,5
1171,5
1172,5
1173,5
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,5
1181,5
1182,5
1183,5
1184,5
1185,5
1186,5
1187,5
1188,5
1189,5
1190,5
1191,5
1192,5
1193,5
1194,5
1195,5
1196,5
1197,5
1198,5
1199,5
1200,5
1201,5
1202,5
1203,5
1204,5
1205,5
1206,5
1207,5
1208,5
1209,5
1210,5
1211,5
1212,5
1213,5
1214,5
1215,5
1216,5
1217,5
1218,5
1219,5
1220,5
1221,5
1222,5
1223,5
1224,5
1225,5
1226,5
1227,5
1228,5
1229,5
1230,6
1231,6
1232,6
1233,6
1234,6
1235,6
1236,6
1237,6
1238,6
1239,6
1240,6
1241,6
1242,6
1243,6
1244,6
1245,6
1246,6
1247,6
1248,6
1249,6
1250,6
1251,6
1252,6
1253,7
1254,7
1255,7
1256,7
1257,7
1258,7
1259,7
1260,7
1261,7
1262,7
1263,7
1264,7
1265,7
1266,7
1267,7
1268,7
1269,7
1270,7
1271,7
1272,7
1273,7
1274,7
1275,7
1276,7
1277,7
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,7
1287,7
1288,7
1289,7
1290,7
1291,7
1292,7
1293,7
1294,7
1295,7
1296,7
1297,7
1298,7
1299,7
1300,7
1301,7
1302,7
1303,7
1304,7
1305,7
1306,7
1307,7
1308,7
1309,7
1310,7
1311,7
1312,7
1313,7
1314,7
1315,7
1316,7
1317,7
1318,7
1319,7
1320,7
1321,7
1322,7
1323,7
1324,7
1325,7
1326,7
1327,7
1328,7
1329,7
1330,7
1331,7
1332,7
1333,7
1334,7
1335,7
1336,7
1337,7
1338,7
1339,7
1340,7
1341,7
1342,7
1343,7
1344,7
1345,7
1346,7
1347,7
1348,7
1349,7
1350,7
1351,7
1352,7
1353,7
1354,7
1355,7
1356,7
1357,7
1358,7
1359,7
1360,7
1361,7
1362,7
1363,7
1364,7
1365,7
1366,7
1367,7
1368,7
1369,7
1370,7
1371,7
1372,7
1373,7
1374,7
1375,7
1376,7
1377,7
1378,7
1379,7
1380,7
1381,7
1382,7
1383,7
1384,7
1385,7
1386,7
1387,7
1388,7
1389,7
1390,7
1391,7
1392,7
1393,7
1394,7
1395,7
1396,7
1397,7
1398,7
1399,7
1400,7
1401,7
1402,7
1403,7
1404,7
1405,7
1406,7
1407,7
1408,7
1409,7
1410,7
1411,7
1412,7
1413,7
1414,7
1415,7
1416,7
1417,7
1418,7
1419,7
1420,7
1421,7
1422,7
1423,7
1424,7
1425,7
1426,7
1427,7
1428,7
1429,7
1430,7
1431,7
1432,7
1433,7
1434,7
1435,7
1436,7
1437,7
1438,7
1439,7
1440,7
1441,7
1442,7
1443,7
1444,7
1445,7
1446,7
1447,7
1448,7
1449,7
1450,7
1451,7
1452,7
1453,7
1454,7
1455,7
1456,7
1457,7
1458,7
1459,7
1460,7
1461,7
1462,7
1463,7
1464,7
1465,7
1466,7
1467,7
1468,7
1469,7
1470,7
1471,7
1472,7
1473,7
1474,7
1475,7
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,7
1483,7
1484,7
1485,7
1486,7
1487,7
1488,7
1489,7
1490,7
1491,7
1492,7
1493,7
1494,7
1495,7
1496,7
1497,7
1498,7
1499,7
1500,7
1501,7
1502,7
1503,7
1504,7
1505,7
1506,7
1507,7
1508,7
1509,7
1510,7
1511,7
1512,7
1513,7
1514,7
1515,7
1516,7
1517,7
1518,7
1519,7
1520,7
1521,7
1522,7
1523,7
1524,7
1525,7
1526,7
1527,7
1528,7
1529,7
1530,7
1531,7
1532,7
1533,7
1534,7
1535,7
1536,7
1537,7
1538,7
1539,7
1540,7
1541,7
1542,7
1543,7
1544,7
1545,7
1546,7
1547,7
1548,7
1549,7
1550,7
1551,7
1552,7
1553,7
1554,7
1555,7
1556,7
1557,7
1558,7
1559,7
1560,7
1561,7
1562,7
1563,7
1564,7
1565,7
1566,7
1567,7
1568,7
1569,7
1570,7
1571,7
1572,7
1573,7
1574,7
1575,7
1576,7
1577,7
1578,7
1579,7
1580,7
1581,7
1582,7
1583,7
1584,7
1585,7
1586,7
1587,7
1588,7
1589,7
1590,7
1591,7
1592,7
1593,7
1594,7
1595,7
1596,7
1597,7
1598,7
1599,7
1600,7
1601,7
1602,7
1603,7
1604,7
1605,7
1606,7
1607,7
1608,7
1609,7
1610,7
1611,7
1612,7
1613,7
1614,7
1615,7
1616,7
1617,7
1618,7
1619,7
1620,7
1621,7
1622,7
1623,7
1624,7
1625,7
1626,7
1627,7
1628,7
1629,7
1630,7
1631,7
1632,7
1633,7
1634,7
1635,7
1636,7
1637,7
1638,7
1639,7
1640,7
1641,7
1642,7
1643,7
1644,7
1645,7
1646,7
1647,7
1648,7
1649,7
1650,7
1651,7
1652,7
1653,7
1654,7
1655,7
1656,7
1657,7
1658,7
1659,7
1660,7
1661,7
1662,7
1663,7
1664,7
1665,7
1666,7
1667,7
1668,7
1669,7
1670,7
1671,7
1672,7
1673,7
1674,7
1675,7
1676,7
1677,7
1678,7
1679,7
1680,8
1681,8
1682,8
1683,8
1684,8
1685,8
1686,8
1687,8
1688,8
1689,8
1690,8
1691,8
1692,8
1693,8
1694,8
1695,8
1696,8
1697,8
1698,8
1699,8
1700,8
1701,8
1702,8
1703,8
1704,8
1705,8
1706,8
1707,8
1708,8
1709,8
1710,8
1711,8
1712,8
1713,8
1714,8
1715,8
1716,8
1717,8
1718,8
1719,8
1720,8
1721,8
1722,8
1723,8
1724,8
1725,8
1726,8
1727,8
1728,8
1729,8
1730,8
1731,8
1732,8
1733,8
1734,8
1735,8
1736,8
1737,8
1738,8
1739,8
1740,8
1741,8
1742,8
1743,8
1744,8
1745,8
1746,8
1747,8
1748,8
1749,8
1750,8
1751,8
1752,8
1753,8
1754,8
1755,8
1756,8
1757,8
1758,8
1759,8
1760,8
1761,8
1762,8
1763,8
1764,8
1765,8
1766,8
1767,8
1768,8
1769,8
1770,8
1771,8
1772,8
1773,8
1774,8
1775,8
1776,8
1777,8
1778,8
1779,8
1780,8
1781,8
1782,8
1783,8
1784,8
1785,8
1786,8
1787,8
1788,8
1789,8
1790,8
1791,9
1792,9
1793,9
1794,9
1795,9
1796,9
1797,9
1798,9
1799,9
1800,9
1801,9
1802,9
1803,9
1804,9
1805,9
1806,9
1807,9
1808,9
1809,9
1810,9
1811,9
1812,9
1813,9
1814,9
1815,9
1816,9
1817,9
1818,9
1819,9
1820,9
1821,9
1822,9
1823,9
1824,9
1825,9
1826,9
1827,9
1828,9
1829,9
1830,9
1831,9
1832,9
1833,9
1834,9
1835,9
1836,9
1837,9
1838,9
1839,9
1840,9
1841,9
1842,9
1843,9
1844,9
1845,9
1846,9
1847,9
1848,9
1849,9
1850,9
1851,9
1852,9
1853,9
1854,9
1855,9
1856,9
1857,9
1858,9
1859,9
1860,9
1861,9
1862,9
1863,9
1864,9
1865,9
1866,9
1867,9
1868,9
1869,9
1870,9
1871,9
1872,9
1873,9
1874,9
1875,9
1876,9
1877,9
1878,9
1879,9
1880,9
1881,9
1882,9
1883,9
1884,9
1885,9
1886,9
1887,9
1888,9
1889,9
1890,9
1891,9
1892,9
1893,9
1894,9
1895,9
1896,9
1897,9
1898,9
1899,9
1900,9
1901,9
1902,9
1903,9
1904,9
1905,9
1906,9
1907,9
1908,9
1909,9
1910,9
1911,9
1912,9
1913,9
1914,9
1915,9
1916,9
1917,9
1918,9
1919,9
1920,9
1921,9
1922,9
1923,9
1924,9
1925,9
1926,9
1927,9
1928,9
1929,9
1930,9
1931,9
1932,9
1933,9
1934,9
1935,9
1936,9
1937,9
1938,9
1939,9
1940,9
1941,9
1942,9
1943,9
1944,9
1945,9
1946,9
1947,9
1948,9
1949,9
1950,9
1951,9
1952,9
1953,9
1954,9
1955,9
1956,9
1957,9
1958,9
1959,9
1960,9
1961,9
1962,9
1963,9
1964,9
1965,9
1966,9
1967,9
1968,9
1969,9
1970,10
1971,9
1972,9
1973,9
1974,9
1975,9
1976,9
1977,9
1978,10
1979,10
1980,10
1981,10
1982,10
1983,10
1984,10
1985,10
1986,10
1987,10
1988,10
1989,10
1990,10
1991,10
1992,10
1993,10
1994,10
1995,10
1996,10
1997,10
1998,10
1999,10
2000,10
2001,10
2002,11
2003,11
2004,11
2005,11
2006,11
2007,11
2008,11
2009,11
2010,11
2011,11
2012,11
2013,11
2014,11
2015,11
2016,11
2017,11
2018,11
2019,11
2020,11
2021,11
2022,12
2023,12
2024,12
2025,12
2026,12
2027,12
2028,12
2029,12
2030,12
2031,12
2032,12
2033,12
2034,12
2035,12
2036,12
2037,12
2038,12
2039,12
2040,12
2041,12
2042,12
2043,12
2044,12
2045,12
2046,12
2047,12
2048,12
2049,12
2050,12
2051,12
2052,12
2053,12
2054,12
2055,12
2056,12
2057,12
2058,12
2059,12
2060,12
2061,12
2062,12
2063,12
2064,13
2065,13
2066,13
2067,13
2068,13
2069,13
2070,13
2071,13
2072,13
2073,13
2074,13
2075,13
2076,13
2077,13
2078,13
2079,13
2080,13
2081,13
2082,13
2083,13
2084,13
2085,13
2086,13
2087,13
2088,13
2089,13
2090,13
2091,13
2092,13
2093,13
2094,13
2095,13
2096,13
2097,13
2098,13
2099,13
2100,13
2101,13
2102,13
2103,13
2104,13
2105,13
2106,13
2107,13
2108,13
2109,13
2110,13
2111,13
2112,13
2113,13
2114,13
2115,13
2116,13
2117,13
2118,13
2119,13
2120,13
2121,13
2122,13
2123,13
2124,13
2125,13
2126,13
2127,13
2128,13
2129,13
2130,13
2131,13
2132,13
2133,13
2134,13
2135,13
2136,13
2137,13
2138,13
2139,13
2140,13
2141,13
2142,13
2143,13
2144,13
2145,13
2146,13
2147,13
2148,13
2149,13
2150,13
2151,13
2152,13
2153,13
2154,13
2155,13
2156,13
2157,13
2158,13
2159,13
2160,13
2161,13
2162,13
2163,13
2164,13
2165,13
2166,13
2167,13
2168,13
2169,13
2170,13
2171,13
2172,13
2173,13
2174,13
2175,13
2176,13
2177,13
2178,13
2179,13
2180,13
2181,13
2182,13
2183,13
2184,13
2185,13
2186,13
2187,13
2188,13
2189,13
2190,13
2191,13
2192,13
2193,13
2194,13
2195,13
2196,13
2197,13
2198,13
2199,13
2200,13
2201,13
2202,13
2203,13
2204,13
2205,13
2206,13
2207,13
2208,13
2209,13
2210,13
2211,13
2212,13
2213,13
2214,13
2215,13
2216,13
2217,13
2218,13
2219,13
2220,13
2221,13
2222,13
2223,13
2224,13
2225,13
2226,13
2227,13
2228,13
2229,13
2230,13
2231,13
2232,13
2233,13
2234,13
2235,13
2236,13
2237,13
2238,13
2239,13
2240,13
2241,13
2242,13
2243,13
2244,13
2245,13
2246,13
2247,13
2248,13
2249,13
2250,13
2251,13
2252,13
2253,13
2254,13
2255,13
2256,13
2257,13
2258,13
2259,13
2260,13
2261,13
2262,13
2263,13
2264,13
2265,13
2266,13
2267,13
2268,13
2269,13
2270,13
2271,13
2272,13
2273,13
2274,13
2275,13
2276,13
2277,13
2278,13
2279,13
2280,13
2281,13
2282,13
2283,13
2284,13
2285,13
2286,13
2287,13
2288,13
2289,13
2290,13
2291,13
2292,13
2293,13
2294,13
2295,13
2296,13
2297,13
2298,13
2299,13
2300,13
2301,13
2302,13
2303,13
2304,13
2305,13
2306,13
2307,13
2308,13
2309,13
2310,13
2311,13
2312,13
2313,13
2314,13
2315,14
2316,14
2317,14
2318,14
2319,14
2320,14
2321,14
2322,14
2323,14
2324,14
2325,14
2326,14
2327,14
2328,14
2329,14
2330,14
2331,14
2332,14
2333,14
2334,14
2335,14
2336,14
2337,14
2338,14
2339,14
2340,14
2341,14
2342,14
2343,14
2344,14
2345,15
2346,15
2347,15
2348,15
2349,15
2350,15
2351,15
2352,15
2353,15
2354,15
2355,15
2356,15
2357,15
2358,15
2359,15
2360,15
2361,15
2362,15
2363,15
2364,15
2365,15
2366,15
2367,15
2368,15
2369,15
2370,15
2371,15
2372,15
2373,15
2374,15
2375,15
2376,15
2377,15
2378,15
2379,15
2380,15
2381,15
2382,15
2383,15
2384,15
2385,15
2386,15
2387,15
2388,15
2389,15
2390,15
2391,15
2392,15
2393,15
2394,15
2395,15
2396,15
2397,15
2398,15
2399,15
2400,15
2401,15
2402,15
2403,15
2404,15
2405,15
2406,15
2407,15
2408,15
2409,15
2410,15
2411,15
2412,15
2413,15
2414,15
2415,15
2416,16
2417,16
2418,16
2419,16
2420,16
2421,16
2422,16
2423,16
2424,16
2425,16
2426,16
2427,16
2428,16
2429,16
2430,16
2431,16
2432,16
2433,16
2434,16
2435,16
2436,16
2437,16
2438,16
2439,16
2440,16
2441,16
2442,16
2443,16
2444,16
2445,16
2446,16
2447,16
2448,16
2449,16
2450,16
2451,17
2452,17
2453,17
2454,17
2455,17
2456,17
2457,17
2458,17
2459,17
2460,17
2461,17
2462,17
2463,17
2464,17
2465,17
2466,17
2467,17
2468,17
2469,17
2470,17
2471,17
2472,17
2473,17
2474,17
2475,17
2476,17
2477,17
2478,17
2479,17
2480,17
2481,17
2482,17
2483,17
2484,17
2485,17
2486,17
2487,17
2488,17
2489,17
2490,17
2491,17
2492,17
2493,18
2494,18
2495,18
2496,18
2497,18
2498,18
2499,18
2500,18
2501,18
2502,18
2503,18
2504,18
2505,18
2506,18
2507,18
2508,18
2509,18
2510,18
2511,18
2512,18
2513,18
2514,18
2515,18
2516,18
2517,18
2518,18
2519,18
2520,18
2521,18
2522,18
2523,18
2524,18
2525,18
2526,18
2527,18
2528,18
2529,18
2530,18
2531,18
2532,18
2533,18
2534,18
2535,18
2536,18
2537,18
2538,18
2539,18
2540,18
2541,18
2542,18
2543,18
2544,18
2545,18
2546,18
2547,18
2548,18
2549,18
2550,18
2551,18
2552,18
2553,18
2554,18
2555,18
2556,18
2557,18
2558,18
2559,18
2560,18
2561,18
2562,18
2563,18
2564,18
2565,18
2566,18
2567,18
2568,18
2569,19
2570,19
2571,19
2572,19
2573,19
2574,19
2575,19
2576,19
2577,19
2578,19
2579,19
2580,19
2581,19
2582,19
2583,19
2584,19
2585,19
2586,19
2587,19
2588,19
2589,19
2590,19
2591,19
2592,19
2593,19
2594,19
2595,19
2596,19
2597,19
2598,19
2599,19
2600,19
2601,19
2602,19
2603,19
2604,19
2605,19
2606,20
2607,20
2608,20
2609,20
2610,20
2611,20
2612,20
2613,20
2614,20
2615,20
2616,20
2617,20
2618,20
2619,20
2620,20
2621,20
2622,20
2623,20
2624,20
2625,20
2626,20
2627,20
2628,20
2629,20
2630,20
2631,20
2632,20
2633,20
2634,20
2635,20
2636,20
2637,20
2638,20
2639,20
2640,20
2641,20
2642,20
2643,20
2644,20
2645,20
2646,20
2647,20
2648,20
2649,20
2650,20
2651,20
2652,20
2653,20
2654,20
2655,20
2656,20
2657,20
2658,20
2659,20
2660,20
2661,20
2662,20
2663,20
2664,20
2665,20
2666,20
2667,20
2668,20
2669,20
2670,20
2671,20
2672,20
2673,20
2674,20
2675,20
2676,20
2677,20
2678,20
2679,20
2680,20
2681,20
2682,20
2683,20
2684,20
2685,20
2686,20
2687,20
2688,20
2689,20
2690,20
2691,20
2692,20
2693,20
2694,20
2695,20
2696,20
2697,20
2698,20
2699,20
2700,20
2701,20
2702,20
2703,20
2704,20
2705,20
2706,20
2707,20
2708,20
2709,20
2710,20
2711,20
2712,20
2713,20
2714,20
2715,20
2716,20
2717,20
2718,20
2719,20
2720,20
2721,20
2722,20
2723,20
2724,20
2725,20
2726,20
2727,20
2728,20
2729,20
2730,20
2731,20
2732,20
2733,20
2734,20
2735,20
2736,20
2737,20
2738,20
2739,20
2740,20
2741,20
2742,20
2743,20
2744,20
2745,20
2746,20
2747,20
2748,20
2749,20
2750,20
2751,20
2752,20
2753,20
2754,20
2755,20
2756,20
2757,20
2758,20
2759,20
2760,20
2761,20
2762,20
2763,20
2764,20
2765,20
2766,20
2767,20
2768,20
2769,20
2770,20
2771,20
2772,20
2773,20
2774,20
2775,20
2776,20
2777,20
2778,20
2779,20
2780,20
2781,20
2782,20
2783,20
2784,20
2785,20
2786,20
2787,20
2788,20
2789,20
2790,20
2791,20
2792,21
2793,21
2794,21
2795,21
2796,21
2797,21
2798,21
2799,21
2800,21
2801,21
2802,21
2803,21
2804,21
2805,21
2806,21
2807,21
2808,21
2809,21
2810,21
2811,21
2812,21
2813,21
2814,21
2815,21
2816,21
2817,21
2818,21
2819,21
2820,21
2821,21
2822,21
2823,21
2824,21
2825,21
2826,21
2827,21
2828,21
2829,21
2830,21
2831,21
2832,21
2833,21
2834,21
2835,21
2836,21
2837,21
2838,21
2839,21
2840,22
2841,22
2842,22
2843,22
2844,22
2845,22
2846,22
2847,22
2848,22
2849,22
2850,22
2851,22
2852,22
2853,22
2854,22
2855,22
2856,22
2857,22
2858,22
2859,22
2860,22
2861,22
2862,22
2863,22
2864,22
2865,22
2866,22
2867,22
2868,22
2869,22
2870,22
2871,22
2872,22
2873,22
2874,22
2875,22
2876,22
2877,22
2878,22
2879,22
2880,22
2881,22
2882,22
2883,22
2884,22
2885,22
2886,22
2887,22
2888,22
2889,22
2890,22
2891,22
2892,22
2893,22
2894,22
2895,22
2896,22
2897,22
2898,22
2899,22
2900,22
2901,22
2902,22
2903,22
2904,22
2905,22
2906,22
2907,22
2908,22
2909,22
2910,22
2911,22
2912,22
2913,22
2914,22
2915,22
2916,22
2917,22
2918,22
2919,22
2920,22
2921,22
2922,22
2923,22
2924,22
2925,22
2926,22
2927,22
2928,23
2929,23
2930,23
2931,23
2932,23
2933,23
2934,23
2935,23
2936,23
2937,23
2938,23
2939,23
2940,23
2941,23
2942,23
2943,23
2944,23
2945,23
2946,23
2947,23
2948,23
2949,23
2950,23
2951,23
2952,23
2953,23
2954,23
2955,23
2956,23
2957,23
2958,23
2959,23
2960,23
2961,23
2962,23
2963,23
2964,23
2965,23
2966,23
2967,23
2968,23
2969,23
2970,23
2971,23
2972,23
2973,23
2974,23
2975,23
2976,23
2977,24
2978,24
2979,24
2980,24
2981,24
2982,24
2983,24
2984,24
2985,24
2986,24
2987,24
2988,24
2989,24
2990,24
2991,24
2992,24
2993,24
2994,24
2995,24
2996,24
